Index,0 [STRING] [0x0],1 [BYTE] [0x10],2 [STRING] [0x4],3 [BYTE] [0x11],4 [BYTE] [0x12],5 [BYTE] [0x13],6 [BYTE] [0x14],7 [BYTE] [0x15],8 [STRING] [0x8],9 [STRING] [0xC],10 [USHORT] [0x24],11 [USHORT] [0x26],12 [UBYTE] [0x28],13 [UINT] [0x18],14 [UBYTE] [0x29],15 [INT] [0x1C],16 [INT] [0x20]
2000873,"爆弹怪的无名指",0,"ボムの薬指",0,0,1,0,0,"气体生物爆弹怪的无名指，还是食指？或者是拇指？","",22623,0,99,0,3,83,85
2000874,"大炎辉石",0,"大炎輝石",0,0,1,0,0,"从火元精腹部采到的可燃物质。","",21468,0,99,0,3,83,85
2000875,"烈焰火蛟的唾液",0,"フレイムドレイクの可燃液",0,0,1,0,0,"据说烈焰火蛟就是靠唾液中的可燃成分来喷出灼热的吐息的。","",20641,0,99,0,3,83,85
2000876,"白狼的粗皮",0,"ホワイトウルフの粗皮",0,0,1,0,0,"虽然有些皮毛可能不是纯白的，不过这些都是白狼的皮毛。","",22018,0,99,0,3,83,85
2000877,"汽油弹怪的小指",0,"ナパームの小指",0,0,1,0,0,"热量非常高，即使在切割下来之后也能维持数月的高温。","",22623,1,99,0,3,83,85
2000878,"柔软的羊肉",0,"柔らかな羊肉",0,0,1,0,0,"柔嫩多汁的羊后腰肉。","",25153,1,99,0,3,83,85
2000879,"调查植被土样",0,"植生調査用の土",0,0,1,0,0,"为了调查植被情况而采取的土壤样本。","",21464,0,99,0,3,83,85
2000880,"骏鹰腿肉",0,"ヒッポグリフのモモ肉",0,0,1,0,0,"骏鹰腿部的肌肉，上面还留有几根羽毛。","",25152,1,99,0,3,83,85
2000881,"雷蛟筋腱",0,"ビアストのスジ肉",0,0,1,0,0,"雷蛟的筋腱，非常强韧。","",25153,1,99,0,3,83,85
2000882,"冰元精核心",0,"アイススプライトの核",0,0,1,0,0,"据说核心的寒度能将其周围的空气都凝固。","",21266,1,99,0,3,83,85
2000883,"隐藏的书卷",0,"古代文字が刻まれた石",0,0,1,0,0,"两面都写有字母和记号，但是都不像是艾欧泽亚地区用的。","",25906,1,3,65996,3,83,85
2000884,"全新的魔导书",0,"新しい魔道書",0,0,1,0,0,"这本书甚至都还没有开封。","",26002,1,1,65996,3,83,85
2000885,"指令书",0,"指示書",0,0,1,0,0,"上面记有梅尔凡海关的克·莉霞所下达的指令。","",25918,1,1,65997,3,83,85
2000886,"生鲜活鲱鱼",0,"魚",0,0,1,0,0,"刚刚钓上来的活鲱鱼。","",29010,1,1,65997,3,83,85
2000887,"特制鳗鱼派",0,"パイ",0,0,1,0,0,"奥皮罗娜誓要证明自家的鳗鱼派比缪恩的鳗鱼派好吃。","",24305,1,1,65997,3,83,85
2000888,"塞满硬币的钱袋",0,"宝石",0,0,1,0,0,"钱袋里面都是钱。","",26001,1,1,65997,3,83,85
2000889,"奇怪的皮袋",0,"スカーフ",0,0,1,0,0,"充满了谜团的皮袋。","",25919,1,1,65997,3,83,85
2000890,"爱尔德吉斯的裹身裙",0,"袋",0,0,1,0,0,"颜色华美，质地上乘，舞者爱尔德吉斯已经穿着这条裙子表演了数个夏天。","",23301,1,1,65997,3,83,85
2000891,"珍藏的葡萄酒",0,"酒",0,0,1,0,0,"相当陈年的酒，已经没人记得是什么时候封装的了。","",25057,1,1,65997,3,83,85
2000892,"小手杖",0,"小さな杖",0,0,1,0,0,"即使对于拉拉菲尔来说，这把手杖的尺寸也有点小，大概更合适妖精的手吧。","",32404,1,1,66252,3,83,85
2000893,"修补用石材",0,"補修用の石材",0,0,1,0,0,"平整而结实的石材，很适合用在维修工事上。","",22615,0,99,0,0,83,85
2000894,"修补用优质石材",0,"良質の補修用の石材",0,0,1,0,0,"平整而优质的石材，很适合用在维修工事上。","",22615,0,99,0,0,83,85
2000895,"压缩雪块",0,"圧雪ブロック",0,0,1,0,0,"冻住的雪都被紧紧地压缩到了一起，十分坚硬。","",29001,0,99,0,0,83,85
2000896,"库尔札斯石灰岩",0,"クルザス石灰岩",0,0,1,0,0,"据说这种岩石是由生物遗骸变来的。","",22615,0,99,0,0,83,85
2000897,"青秘银矿",0,"青霊銀鉱",0,0,1,0,0,"非常罕见的秘银矿，能够发出蓝色的微光。","",21208,0,99,0,0,83,85
2000898,"优质青秘银矿",0,"良質の青霊銀鉱",0,0,1,0,0,"非常罕见的高纯度秘银矿，能够发出蓝色的微光。","",21208,0,99,0,0,83,85
2000899,"大冰壁冰片",0,"大氷壁の氷片",0,0,1,0,0,"披雪大冰壁附近采集到的冰片。","",20003,0,99,0,0,83,85
2000900,"坚硬的大冰壁冰片",0,"大氷壁の硬い氷片",0,0,1,0,0,"披雪大冰壁附近采集到的坚硬冰片。","",20015,0,99,0,0,83,85
2000901,"白铁矿",0,"白鉄鉱",0,0,1,0,0,"利用伊修加德的冶炼法创造出的白铁矿石。","",21216,0,99,0,0,83,85
2000902,"修葺用石材",0,"修繕用の石材",0,0,1,0,0,"平整而结实的石材，很适合用在维修工事上。","",22615,0,99,0,0,83,85
2000903,"库尔札斯冻土",0,"クルザスの凍土",0,0,1,0,0,"白云崖地区的冻土。","",21203,0,99,0,0,83,85
2000904,"库尔札斯永久冻土",0,"クルザスの永久凍土",0,0,1,0,0,"白云崖地区的永久冻土。","",21203,0,99,0,0,83,85
2000905,"飞空战舰装甲材料",0,"飛空戦艦の装甲材",0,0,1,0,0,"当年飞空战舰阿格里俄斯号上使用的装甲材料。","",20953,0,99,0,0,83,85
2000906,"飞空战舰超硬合金",0,"飛空戦艦の超硬合金",0,0,1,0,0,"当年飞空战舰阿格里俄斯号上使用的超硬合金。","",20960,0,99,0,0,83,85
2000907,"遗迹水晶",0,"遺跡のクリスタル",0,0,1,0,0,"过度蔓延的水晶将遗迹都覆盖了起来。","",20015,0,99,0,0,83,85
2000908,"有划痕的亚拉戈神符石",0,"傷ついたアラガンストーン",0,0,1,0,0,"刻有众神纹样的小石头，一部分收藏家对此类物品非常狂热。","",21300,0,99,0,0,83,85
2000909,"结晶化树根",0,"結晶化した根",0,0,1,0,0,"虽然外形还是树根的样子，但是已经被彻底变质成了水晶。","",20015,0,99,0,0,83,85
2000910,"结晶化树干",0,"結晶化した幹",0,0,1,0,0,"虽然外形还是树干的样子，但是已经被彻底变质成了水晶。","",20009,0,99,0,0,83,85
2000911,"库尔札斯薄荷",0,"クルザスミント",0,0,1,0,0,"用于调制药品的薄荷，据说库尔札斯产的品种药力特别强。","",25016,0,99,0,0,83,85
2000912,"优质库尔札斯薄荷",0,"良質のクルザスミント",0,0,1,0,0,"用于调制药品的优质薄荷，据说库尔札斯产的品种药力特别强。","",25016,0,99,0,0,83,85
2000913,"优质橡木原木",0,"良質のオーク原木",0,0,1,0,0,"笔直笔直的木材，切割的技术真不简单。","",22401,0,99,0,0,83,85
2000914,"杂草",0,"ショートウィード",0,0,1,0,0,"基萨尔菜田里生长的杂草。","",25010,0,99,0,0,83,85
2000915,"浮木树枝",0,"流木の枝",0,0,1,0,0,"沿着河流流下来的树枝，已经无法判断是什么树的了。","",22416,0,99,0,0,83,85
2000916,"浮木树干",0,"流木の幹",0,0,1,0,0,"沿着河流流下来的树干，已经无法判断是什么树的了。","",22401,0,99,0,0,83,85
2000917,"斑点天牛",0,"マダラカミキリ",0,0,1,0,0,"威胁针叶树的害虫，它们的幼虫能够钻到树干内部吸收养分。","",27002,0,99,0,0,83,85
2000918,"患病的树皮",0,"病に冒された樹皮",0,0,1,0,0,"树皮被虫子咬出了好几个洞。","",22418,0,99,0,0,83,85
2000919,"笔直的树枝",0,"真っ直ぐな枝",0,0,1,0,0,"最适合用来制作箭矢的笔直树枝。","",22416,0,99,0,0,83,85
2000920,"高地柚木原木",0,"ハイランドチークの原木",0,0,1,0,0,"一种很稀有的柚木，甚至能够经受得住阿巴拉提亚山脉高处的严寒。","",22403,0,99,0,0,83,85
2000921,"受伤的树皮",0,"傷ついた樹皮",0,0,1,0,0,"树皮上有很多痕迹，可能是有人想留下什么信息，也可能只是单纯的划痕。","",22418,0,99,0,0,83,85
2000922,"刻有符号的树皮",0,"符号が刻まれた樹皮",0,0,1,0,0,"树皮上有很多痕迹，很明显是人为留下的信息。","",22418,0,99,0,0,83,85
2000923,"遗物的碎片",0,"遺物の欠片",0,0,1,0,0,"外行看起来只是一个风化的破片，不过内行却一眼就能看出其价值。","",21457,0,99,0,0,83,85
2000924,"褪色的亚拉戈神符石",0,"汚れたアラガンストーン",0,0,1,0,0,"刻有众神纹样的小石头，虽然有些脏，但是没有受损。","",21300,0,99,0,0,83,85
2000925,"踏台用木材",0,"足場用の木材",0,0,1,0,0,"用来搭建踏台的木材。","",22403,0,99,0,0,83,85
2000926,"结晶化杂草",0,"結晶化した下草",0,0,1,0,0,"变成了水晶的杂草，晶莹美丽，可惜一碰就碎。","",20015,0,99,0,0,83,85
2000927,"半结晶化树枝",0,"半結晶化した枝",0,0,1,0,0,"根部虽然已经处于水晶化的过程中了，不过树枝还保留着一些生命力。","",22416,0,99,0,0,83,85
2000928,"半结晶化树干",0,"半結晶化した幹",0,0,1,0,0,"根部虽然已经处于水晶化的过程中了，不过树干还保留着一些生命力。","",22410,0,99,0,0,83,85
2000929,"锋利的箭头",0,"矢（仮）",0,0,1,0,0,"坚硬锐利，能够轻易贯穿任何目标。","",27241,1,3,66398,3,83,85
2000930,"巨像兵的魂石",0,"石兵のソウルストーン",0,0,1,0,0,"角岩巨像心脏部位的石头，里面注有强力的魔法。","",21202,1,1,66510,3,83,85
2000931,"绝灵壶",0,"絶霊体の壺",0,0,1,0,0,"壶的内部涂有特殊的炼金药。","",22603,1,1,0,3,83,85
2000932,"偏属性水晶",0,"重い絶霊体の壺",0,0,1,0,0,"这块水晶表面不知道有什么东西，黏黏糊糊的。","",20649,1,1,66510,3,83,85
2000933,"龙骨",0,"ドラゴンの骨(仮)",0,0,1,0,0,"龙族的巨大骨头，又重又硬。","",22202,1,1,66481,3,83,85
2000934,"卫月碎片",0,"遺物(仮)",0,0,1,0,0,"应该是卫月碎裂时掉落的一块碎片。","",25919,1,1,66530,3,83,85
2000935,"拉尔戈护身符",0,"ラールガーの神符",0,0,1,0,0,"护身符上刻有阿拉米格的守护神——破坏神拉尔戈的印记。","",26151,1,1,66292,3,83,85
2000936,"灵魂水晶",0,"発掘されたソウルクリスタル(仮)",0,0,1,0,0,"在古代亚拉戈文明的遗迹中挖掘出的水晶。","",20601,1,1,0,3,83,85
2000937,"神秘的魔石",0,"フェアリーの宿る石(仮)",0,0,1,0,0,"小小的石头却发出不可思议的魔力。","",20601,1,1,0,3,83,85
2000938,"神秘的魔石",0,"ア・トワ・カントの秘石(仮)",0,0,1,0,0,"小小的石头却发出不可思议的魔力。","",26008,1,1,66615,3,83,85
2000939,"全新的腕套",0,"新品のグローブ(仮)",0,0,1,0,0,"全新的白魔法师腕套。","",21611,1,1,66618,3,83,85
2000940,"全新的及膝裤",0,"新品のキュロット(仮)",0,0,1,0,0,"全新的白魔法师及膝裤。","",21611,1,1,66618,3,83,85
2000941,"全新的长靴",0,"新品のブーツ(仮)",0,0,1,0,0,"全新的白魔法师长靴。","",21611,1,1,66618,3,83,85
2000942,"全新的头冠",0,"新品のサークレット(仮)",0,0,1,0,0,"全新的白魔法师头冠。","",21611,1,1,66618,3,83,85
2000943,"全新的长袍",0,"新品のローブ(仮)",0,0,1,0,0,"全新的白魔法师长袍。","",21611,1,1,66618,3,83,85
2000944,"阿·拓瓦·坎特的骨灰",0,"壊れた聖櫃(仮)",0,0,1,0,0,"阿·拓瓦·坎特是一位流浪的角尊，这是他来过人世的最后证明。","",25055,1,1,66619,3,83,85
2000945,"龙眼念锁",0,"竜眼の祈鎖",0,0,1,0,0,"异端的标记，带有这一标记的人都是教皇厅的敌人。","",21002,1,1,66476,3,83,85
2000946,"酒神葡萄的树叶",0,"ブドウの葉(仮)",0,0,1,0,0,"普遍都认为酒神葡萄已经绝种了，竟然还能发现这种叶子。","",25016,1,1,66386,3,83,85
2000947,"水晶塔雕像",0,"信仰のシンボル完成品(仮)",0,0,1,0,0,"用水晶雕刻出的水晶塔雕像。","",21002,1,1,66531,3,83,85
2000948,"亡者的骨灰",0,"試練達成の証(仮)の灰",0,0,1,0,0,"将亡者的遗骸火化后得到的骨灰，完成试炼的证明。","",22210,1,1,66591,3,83,85
2000949,"不可思议的水晶",0,"ナイトの証(仮)",0,0,1,0,0,"从神秘的老骑士那里拿到的水晶。","",20601,1,1,0,3,83,85
2000950,"花蜜香水",0,"花蜜の香料(仮)",0,0,1,0,0,"利用阿泽玛玫瑰的花蜜制作的香水。","",20644,1,1,66505,3,83,85
2000951,"以太测量仪",0,"計測器(仮)",0,0,1,0,0,"测量周围以太分布的仪器。","",21003,1,1,66597,3,83,85
2000952,"妮美雅百合花束",0,"花(仮)",0,0,1,0,0,"用于怀念逝者的花束。","",22627,1,1,66624,3,83,85
2000953,"妮美雅百合花束",0,"花(仮)",0,0,1,0,0,"用于怀念逝者的花束。","",22627,1,1,66626,3,83,85
2000954,"妖异之鲜血",0,"lv45の魔物の血(仮)",0,0,1,0,0,"异界的妖异所流出的鲜血，不知道为什么不会凝固。","",22601,1,1,66609,3,83,85
2000955,"鸟人的鲜血",0,"イクサルの血（仮）",0,0,1,0,0,"鸟人族所流出的鲜血，不知道为什么不会凝固。","",22601,1,1,66613,3,83,85
2000956,"地灵的鲜血",0,"コボルドの血（仮)",0,0,1,0,0,"地灵族所流出的鲜血，不知道为什么不会凝固。","",22601,1,1,66613,3,83,85
2000957,"六识之鲜血",0,"PC種族の血（仮）",0,0,1,0,0,"冒险者所流出的鲜血，不知道为什么不会凝固。","",22601,1,1,66613,3,83,85
2000958,"马尔塞特特制炼金药",0,"除草剤(仮)",0,0,1,0,0,"散发出一股刺激性臭味，不知道到底是什么东西。","",20645,306,1,66343,3,83,85
2000959,"蜂毒酒",0,"蜂漬けの毒酒",0,0,1,0,0,"泡着蜜蜂的毒酒，可以用来驱虫。","",24403,306,1,66351,3,83,85
2000960,"装有冷水的水瓶",0,"硫酸(仮)",0,0,1,0,0,"普通的水瓶，里面装着冷水。","",22614,306,1,66397,3,83,85
2000961,"山果醋",0,"クルザスビネガー",0,0,1,0,0,"利用库尔札斯种植出来的苹果酿成的果醋。","",25452,306,1,66463,3,83,85
2000962,"香辛料炸弹",0,"オーガヨワクナール(仮)",0,0,1,0,0,"小袋子里装有刺激性的香辛料，要是撒到眼睛上一定非常痛苦。","",25919,306,1,66530,3,83,85
2000963,"净化圣水",0,"聖なる光(仮)",0,0,1,0,0,"森林中的泉水，注入了奥·阿帕·佩西的魔力。","",22614,306,1,66545,3,83,85
2000964,"未完成的学者装束",0,"裁断された霊絹布（仮）",0,0,1,0,0,"即将完工的学者装束。","",20601,1,1,0,3,83,85
2000965,"被斩断的封印石",0,"封印石の欠片(仮)",0,0,1,0,0,"曾经这块石头是唯一能够阻止斗神奥丁重现人间的物体，现在它被斩断了……","",21452,1,1,66545,3,83,85
2000966,"诺拉克希亚的遗体",0,"イベントアイテム339(仮)",0,0,1,0,0,"怀念那只妖精族的小可爱勇士。","",26024,1,1,66414,3,83,85
2000967,"小麦酒港定期报告书",0,"始末書(仮)",0,0,1,0,0,"里面的内容还是不看为妙……","",26153,1,1,66680,3,83,85
2000968,"黄昏蝙蝠的翅膀",0,"ダスクバットの飛膜(仮)",0,0,1,0,0,"伸展性很强的蝙蝠翅膀。","",21955,1,5,66681,3,83,85
2000969,"给威尔特希斯的密封信",0,"母からの手紙(仮)",0,0,1,0,0,"一封寄给黑涡团威尔特希斯正漩士的密封信。","",25918,1,1,66682,3,83,85
2000970,"鹈鹕的毒液",0,"コカトリスの毒(仮)",0,0,1,0,0,"从鹈鹕的毒腺中分泌出的液体。","",20626,1,3,66684,3,83,85
2000971,"低地白葡萄酒",0,"さしいれのお酒(仮)",0,0,1,0,0,"葡萄酒港出品，味道有保证。","",25057,1,2,66685,3,83,85
2000972,"桤木星",0,"献花する花(仮)",0,0,1,0,0,"六片花瓣中间有着橙黄色的花心。","",25008,1,1,66686,3,83,85
2000973,"破旧的匕首",0,"",0,0,1,0,0,"看上去已经用了很多年了，刀刃已经变钝。","",30222,1,1,66318,3,83,85
2000974,"赞拉克地图",0,"",0,0,1,0,0,"仔细记载了蜥蜴人军营地的结构。","",26151,1,1,66318,3,83,85
2000975,"毛绒绒补剂",0,"フサフサトニック",0,0,1,0,0,"海尔姆哈特制作的补剂，里面混有毛球的鲜血以及其他……还是不说为好的东西。","",22606,1,1,66287,3,83,85
2000976,"毛乎乎补剂",0,"",0,0,1,0,0,"海尔姆哈特制作的补剂，里面混有白毛球的鲜血以及其他……还是不说为好的东西。","",22606,1,1,66493,3,83,85
2000977,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000978,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000979,"妖异全集«严寒冰封的怪物»之页",0,"",0,0,1,0,0,"禁书«妖异全书»的书页，封印着虚无界的妖异。","",26151,0,99,0,3,83,85
2000980,"中音巨鳄肉",0,"",0,0,1,0,0,"据说吃起来有点像陆行鸟的肉，不过一般人不会去吃。","",25153,1,99,0,3,83,85
2000981,"妖异全集«异界火焰的怪物»之页",0,"",0,0,1,0,0,"禁书«妖异全书»的书页，封印着虚无界的妖异。","",26151,0,99,0,3,83,85
2000982,"妖异全集«黑暗羽翼的怪物»之页",0,"",0,0,1,0,0,"禁书«妖异全书»的书页，封印着虚无界的妖异。","",26151,0,99,0,3,83,85
2000983,"妖异全集«尖牙利齿的怪物»之页",0,"",0,0,1,0,0,"禁书«妖异全书»的书页，封印着虚无界的妖异。","",26151,0,99,0,3,83,85
2000984,"泥沼蝾螈肉排",0,"",0,0,1,0,0,"用泥沼蝾螈的尾肉做成的肉排，不一般的口感。","",24352,1,1,66463,3,83,85
2000985,"小钥匙",0,"",0,0,1,0,0,"哥布林敌人掉落的小钥匙。","",25904,1,99,0,0,83,85
2000986,"神秘的石板",0,"",0,0,1,0,0,"外型规则的沉重石板，应该是用来开启某些机关的吧。","",21470,1,99,0,0,83,85
2000987,"罗薇娜的债权书",0,"ロウェナの債権書",0,0,1,0,0,"罗薇娜借给武器工匠盖罗尔特一定金额的证明书。","",25906,1,1,66241,3,83,85
2000988,"朽坏的勇悍斧",0,"朽ち果てたブラビューラ",0,0,1,0,0,"朽坏的勇悍斧残骸。","",21003,1,1,66655,3,83,85
2000989,"朽坏的无锋剑柯塔纳",0,"朽ち果てたコルタナ",0,0,1,0,0,"朽坏的无锋剑柯塔纳残骸。","",21003,1,1,66656,3,83,85
2000990,"朽坏的释法来",0,"朽ち果てたスファライ",0,0,1,0,0,"朽坏的释法来残骸。","",21003,1,1,66657,3,83,85
2000991,"朽坏的穿心枪盖博尔格",0,"朽ち果てたゲイボルグ",0,0,1,0,0,"朽坏的穿心枪盖博尔格残骸。","",21003,1,1,66658,3,83,85
2000992,"朽坏的星尘杖",0,"朽ち果てた星屑のロッド",0,0,1,0,0,"朽坏的星尘杖残骸。","",21003,1,1,66659,3,83,85
2000993,"朽坏的酒神杖",0,"朽ち果てたタイラス",0,0,1,0,0,"朽坏的酒神杖残骸。","",21003,1,1,66660,3,83,85
2000994,"朽坏的月神之弓",0,"朽ち果てたアルテミスの弓",0,0,1,0,0,"朽坏的月神之弓残骸。","",21003,1,1,66661,3,83,85
2000995,"朽坏的绿瞳列传",0,"朽ち果てたウイユヴェール",0,0,1,0,0,"朽坏的绿瞳列传残骸。","",21003,1,1,66662,3,83,85
2000996,"朽坏的万辞全书",0,"朽ち果てたマダレムジエン",0,0,1,0,0,"朽坏的万辞全书残骸。","",21003,1,1,66663,3,83,85
2000997,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66655,3,83,85
2000998,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66656,3,83,85
2000999,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66657,3,83,85
2001000,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66658,3,83,85
2001001,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66659,3,83,85
2001002,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66660,3,83,85
2001003,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66661,3,83,85
2001004,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66662,3,83,85
2001005,"矾土晶粒",0,"アルミナ研粒",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,66663,3,83,85
2001006,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66655,3,83,85
2001007,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66656,3,83,85
2001008,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66657,3,83,85
2001009,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66658,3,83,85
2001010,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66659,3,83,85
2001011,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66660,3,83,85
2001012,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66661,3,83,85
2001013,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66662,3,83,85
2001014,"无限城的石板",0,"アムダプールの石板",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,66663,3,83,85
2001015,"«大佣兵传说»",0,"写本：大傭兵伝説",0,0,1,0,0,"一本记载着传说中的佣兵艾恩伊特事迹的古书，他凭借自己的勇武立下了许多丰功伟绩。","",26002,1,1,66655,3,83,85
2001016,"«崔斯特拉姆之颂»",0,"写本：トリストラムの歌",0,0,1,0,0,"一本描写大骑士崔斯特拉姆叙事诗，里面讲述了他的种种活跃事迹。","",26002,1,1,66656,3,83,85
2001017,"«双豹武斗经»",0,"写本：双豹拳闘伝",0,0,1,0,0,"一本记载了双豹伊沃恩武学思想的武术书，由他的第一弟子编撰。","",26002,1,1,66657,3,83,85
2001018,"«蕾内特福音»",0,"写本：レネットの福音書",0,0,1,0,0,"一本描述圣女蕾内特生平的伊修加德正教福音书。","",26002,1,1,66658,3,83,85
2001019,"«石绿湖文书»",0,"写本：石緑湖文書",0,0,1,0,0,"一本在石绿湖发现的第五星历时期的古文书。","",26002,1,1,66659,3,83,85
2001020,"«角尊谈话随笔»",0,"写本：或る術士の随筆",0,0,1,0,0,"一本记录了一位乌尔达哈咒术师和角尊某次谈话的随笔录。","",26002,1,1,66660,3,83,85
2001021,"«基尔波特诗歌集»",0,"写本：ギルバート詩歌集",0,0,1,0,0,"一本收录了强弓基尔波特所创诗歌的合集。","",26002,1,1,66661,3,83,85
2001022,"«绿瞳列传古本»",0,"写本：ウイユヴェール",0,0,1,0,0,"现存的«绿瞳列传»中，这是最为古老的一版。","",26002,1,1,66662,3,83,85
2001023,"«魔大战记录»",0,"写本：魔大戦記",0,0,1,0,0,"一本记载了魔大战传说的笔记。","",26002,1,1,66663,3,83,85
2001024,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66655,3,83,85
2001025,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66656,3,83,85
2001026,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66657,3,83,85
2001027,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66658,3,83,85
2001028,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66659,3,83,85
2001029,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66660,3,83,85
2001030,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66661,3,83,85
2001031,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66662,3,83,85
2001032,"伊弗利特之火",0,"イフリートの炎",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,66663,3,83,85
2001033,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66655,3,83,85
2001034,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66656,3,83,85
2001035,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66657,3,83,85
2001036,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66658,3,83,85
2001037,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66659,3,83,85
2001038,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66660,3,83,85
2001039,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66661,3,83,85
2001040,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66662,3,83,85
2001041,"迦楼罗之风",0,"ガルーダの風",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,66663,3,83,85
2001042,"泰坦之土",0,"タイタンの黄土",0,0,1,0,0,"土狱主宰之土，熔岩中融入了大地的愤怒。","",21464,1,1,66655,3,83,85
